"Timestamp UTC";"Timestamp";"Value";"Source";"Measurement";"Unit"
2024-11-20 22.00.00;2024-11-21 05.00.00;151292,765625;"APF.P1";"Voltage L-L Avg Low";"V"
2024-11-20 22.00.00;2024-11-21 05.00.00;151485,234375;"APF.P1";"Voltage L-L Avg Mean";"V"
2024-11-20 22.15.00;2024-11-21 05.15.00;151601,171875;"APF.P1";"Voltage L-L Avg High";"V"
2024-11-20 22.15.00;2024-11-21 05.15.00;151188,6875;"APF.P1";"Voltage L-L Avg Low";"V"
2024-11-20 22.15.00;2024-11-21 05.15.00;151396,34375;"APF.P1";"Voltage L-L Avg Mean";"V"
2024-11-20 22.30.00;2024-11-21 05.30.00;151679,734375;"APF.P1";"Voltage L-L Avg High";"V"
2024-11-20 22.30.00;2024-11-21 05.30.00;151206,25;"APF.P1";"Voltage L-L Avg Low";"V"
2024-11-20 22.30.00;2024-11-21 05.30.00;151410,890625;"APF.P1";"Voltage L-L Avg Mean";"V"
2024-11-20 22.45.00;2024-11-21 05.45.00;151821,5;"APF.P1";"Voltage L-L Avg High";"V"
2024-11-20 22.45.00;2024-11-21 05.45.00;151305,109375;"APF.P1";"Voltage L-L Avg Low";"V"
2024-11-20 22.45.00;2024-11-21 05.45.00;151590,25;"APF.P1";"Voltage L-L Avg Mean";"V"
2024-11-20 23.00.00;2024-11-21 06.00.00;151746,921875;"APF.P1";"Voltage L-L Avg High";"V"
2024-11-20 23.00.00;2024-11-21 06.00.00;151436,546875;"APF.P1";"Voltage L-L Avg Low";"V"
2024-11-20 23.00.00;2024-11-21 06.00.00;151578,140625;"APF.P1";"Voltage L-L Avg Mean";"V"
2024-11-20 23.15.00;2024-11-21 06.15.00;151817,078125;"APF.P1";"Voltage L-L Avg High";"V"
2024-11-20 23.15.00;2024-11-21 06.15.00;151351,03125;"APF.P1";"Voltage L-L Avg Low";"V"
2024-11-20 23.15.00;2024-11-21 06.15.00;151556,390625;"APF.P1";"Voltage L-L Avg Mean";"V"
2024-11-20 23.30.00;2024-11-21 06.30.00;151610,234375;"APF.P1";"Voltage L-L Avg High";"V"
2024-11-20 23.30.00;2024-11-21 06.30.00;151265,765625;"APF.P1";"Voltage L-L Avg Low";"V"
2024-11-20 23.30.00;2024-11-21 06.30.00;151462,546875;"APF.P1";"Voltage L-L Avg Mean";"V"
2024-11-20 23.45.00;2024-11-21 06.45.00;151914,6875;"APF.P1";"Voltage L-L Avg High";"V"
2024-11-20 23.45.00;2024-11-21 06.45.00;151309,875;"APF.P1";"Voltage L-L Avg Low";"V"
2024-11-20 23.45.00;2024-11-21 06.45.00;151652,640625;"APF.P1";"Voltage L-L Avg Mean";"V"
2024-11-21 00.00.00;2024-11-21 07.00.00;152245,703125;"APF.P1";"Voltage L-L Avg High";"V"
2024-11-21 00.00.00;2024-11-21 07.00.00;151572,40625;"APF.P1";"Voltage L-L Avg Low";"V"
2024-11-21 00.00.00;2024-11-21 07.00.00;151971,875;"APF.P1";"Voltage L-L Avg Mean";"V"
2024-11-21 00.15.00;2024-11-21 07.15.00;152028,515625;"APF.P1";"Voltage L-L Avg High";"V"
2024-11-21 00.15.00;2024-11-21 07.15.00;151044,328125;"APF.P1";"Voltage L-L Avg Low";"V"
2024-11-21 00.15.00;2024-11-21 07.15.00;151524,609375;"APF.P1";"Voltage L-L Avg Mean";"V"
2024-11-21 00.30.00;2024-11-21 07.30.00;151302,8125;"APF.P1";"Voltage L-L Avg High";"V"
2024-11-21 00.30.00;2024-11-21 07.30.00;150880,4375;"APF.P1";"Voltage L-L Avg Low";"V"
2024-11-21 00.30.00;2024-11-21 07.30.00;151097,25;"APF.P1";"Voltage L-L Avg Mean";"V"
2024-11-21 00.45.00;2024-11-21 07.45.00;151099,53125;"APF.P1";"Voltage L-L Avg High";"V"
2024-11-21 00.45.00;2024-11-21 07.45.00;150450,09375;"APF.P1";"Voltage L-L Avg Low";"V"
2024-11-21 00.45.00;2024-11-21 07.45.00;150754,953125;"APF.P1";"Voltage L-L Avg Mean";"V"
2024-11-21 01.00.00;2024-11-21 08.00.00;151113,65625;"APF.P1";"Voltage L-L Avg High";"V"
2024-11-21 01.00.00;2024-11-21 08.00.00;150442,4375;"APF.P1";"Voltage L-L Avg Low";"V"
2024-11-21 01.00.00;2024-11-21 08.00.00;150819,140625;"APF.P1";"Voltage L-L Avg Mean";"V"
2024-11-21 01.15.00;2024-11-21 08.15.00;150983,984375;"APF.P1";"Voltage L-L Avg High";"V"
2024-11-21 01.15.00;2024-11-21 08.15.00;150261,765625;"APF.P1";"Voltage L-L Avg Low";"V"
2024-11-21 01.15.00;2024-11-21 08.15.00;150665,34375;"APF.P1";"Voltage L-L Avg Mean";"V"
2024-11-21 01.30.00;2024-11-21 08.30.00;150518,28125;"APF.P1";"Voltage L-L Avg High";"V"
2024-11-21 01.30.00;2024-11-21 08.30.00;149859,953125;"APF.P1";"Voltage L-L Avg Low";"V"
2024-11-21 01.30.00;2024-11-21 08.30.00;150201,28125;"APF.P1";"Voltage L-L Avg Mean";"V"
2024-11-21 01.45.00;2024-11-21 08.45.00;152097,375;"APF.P1";"Voltage L-L Avg High";"V"
2024-11-21 01.45.00;2024-11-21 08.45.00;149929,203125;"APF.P1";"Voltage L-L Avg Low";"V"
2024-11-21 01.45.00;2024-11-21 08.45.00;151799,375;"APF.P1";"Voltage L-L Avg Mean";"V"
2024-11-21 02.00.00;2024-11-21 09.00.00;151814,84375;"APF.P1";"Voltage L-L Avg High";"V"
2024-11-21 02.00.00;2024-11-21 09.00.00;151213,625;"APF.P1";"Voltage L-L Avg Low";"V"
2024-11-21 02.00.00;2024-11-21 09.00.00;151595,625;"APF.P1";"Voltage L-L Avg Mean";"V"
2024-11-21 02.15.00;2024-11-21 09.15.00;151562,1875;"APF.P1";"Voltage L-L Avg High";"V"
2024-11-21 02.15.00;2024-11-21 09.15.00;151148,171875;"APF.P1";"Voltage L-L Avg Low";"V"
2024-11-21 02.15.00;2024-11-21 09.15.00;151339,28125;"APF.P1";"Voltage L-L Avg Mean";"V"
2024-11-21 02.30.00;2024-11-21 09.30.00;151466,921875;"APF.P1";"Voltage L-L Avg High";"V"
2024-11-21 02.30.00;2024-11-21 09.30.00;151081,875;"APF.P1";"Voltage L-L Avg Low";"V"
2024-11-21 02.30.00;2024-11-21 09.30.00;151263,109375;"APF.P1";"Voltage L-L Avg Mean";"V"
2024-11-21 02.45.00;2024-11-21 09.45.00;151482,796875;"APF.P1";"Voltage L-L Avg High";"V"
2024-11-21 02.45.00;2024-11-21 09.45.00;151215,46875;"APF.P1";"Voltage L-L Avg Low";"V"
2024-11-21 02.45.00;2024-11-21 09.45.00;151359,375;"APF.P1";"Voltage L-L Avg Mean";"V"
2024-11-21 03.00.00;2024-11-21 10.00.00;151426,359375;"APF.P1";"Voltage L-L Avg High";"V"
2024-11-21 03.00.00;2024-11-21 10.00.00;150845,859375;"APF.P1";"Voltage L-L Avg Low";"V"
2024-11-21 03.00.00;2024-11-21 10.00.00;151149,953125;"APF.P1";"Voltage L-L Avg Mean";"V"
